author,title,lyrics,song_id
Trịnh Bách Thủy,Mình Gọi Nhau Người Cũ,"Mình gọi nhau người cũ đi anh
Đừng xa cách và lạnh lùng đến thế
Dẫu sóng cuốn trôi và mưa có thể
Ta lạc về phía không nhau
Mình gọi nhau người cũ đi anh!
Để chợt thấy phố *** thành xa vắng
Để chợt thấy đắm say và cay đắng
Trong men cay hư vô hóa nồng nàn
Em tìm lại em ngày tháng cũ chiêm bao
Em tìm lại em hồn chất ngất xanh xao
Ta tìm lại nhau dù tiếc nuối hư hao
Trót thương vay xót xa này ai có thấu
Em tìm lại em tìm giữa chốn thiên thai
Em tìm lại em hình bóng cũ mê say
Ta tìm lại nhau tình ngỡ đã xa bay
Quên thương đau tìm về nhau giữa cơn mê này.
 
",24
Cao Hoàng,Xin Dấu Ăn Năn,"Xin cúi đầu 
làm dấu ăn năn. 
Giọt mưa lạ 
loang loang màu mắt. 
Nỗi niềm riêng 
bật thành tiếng khóc. 
Vết xước xưa 
âm ỉ ngày đêm. 
Đã bao lần 
thẹn với chờ mong. 
Tiếng gõ cửa 
thấm dần nỗi buồn. 
Mảnh chăn xưa 
nhàu nát vùng ký ức. 
Che cuộc tình 
qua giá rét ngày đông. 
Xin cúi đầu 
làm dấu ăn năn. 
Giọt mặn đời 
xô nghiêng giấc mơ. 
Đêm lặng lẽ 
gối chăn dậy sóng. 
Tiếng thở dài 
vụn vỡ bình yên. 
Xếp vào ngăn 
chút riêng còn đó. 
Ngọn đèn khuya 
viết lời sám hối. 
Chưa xoá được 
giấc mơ tàn phai. 
Ta chỉ là 
sóng gió tự dâng.
 
",25
Khánh Trang,Mưa Yêu,"Nếu như trời không mưa, em đâu biết có người đang mong đợi.
Và nếu như trời không mưa, em đâu biết tình yêu lạ thế! Ư... hừ!
Một chiều trên con phố mưa bay, dáng em gầy theo mưa bước qua đây
Một người còn xa rất xa, đến bên em tìm lại chút yên bình.
Xin cám ơn trời mưa cho em một ngày mới
Xin cảm ơn trời mưa đã mang tình yêu tới
Mưa tí tách thì thầm bên em
Từng hạt rơi mát tâm hồn mong manh
Em thấy tim mình xao xuyến, và em biết thầm gọi tên anh
khi từng cơn mưa đến giòn giã ngoài hiên nhà
 
",26
Tô Lâm,Mẹ Ta Trả Nhớ Về Không,"Ngày xưa chào mẹ ta đi
Mẹ ta thì khóc, ta đi thì cười
Mười năm rồi lại thêm mười
Ta về thì khóc, mẹ cười lạ không
Ông ai thế? Tôi chào ông
Mẹ ta trí nhớ về mênh mông rồi
Ông có gặp thằng con tôi hao hao
Tôi nhớ nó người như ông.
Mẹ ta trả nhớ về không
Trả trăm năm lại bụi hồng rồi đi
 
",27
Huyền Trang,Xin Đừng Mai Một Niềm Tin,"Thời gian trôi trôi trôi, đời nên xa vời vợi
Tôi cứ tìm trong tôi đâu là nơi bến đợi? (bến đợi, nơi bến đợi?)
Thế rồi bỗng giật mình bao nhiêu, bao nhiêu là mai một
Quá khứ với những lung linh, nhớ - quên cứ thành bất chợt
Những vụng về, dại dột với em thời mộng mơ
Chiều, chiều, chiều nắng nhạt tình “non” dần phai nhạt!
Để em nay thành ""người xưa""!
Những bạn bè, trường lớp bao nẻo miền thân ***
Những nỗi niềm tan - hợp lâu dần, lâu dần cứ dần dần quên!
Ôi thời gian cứ như mũi tên lao đi không trở lại (mà không trở lại)
Mừng vui và muộn phiền đều thành, đều thành bao hoang hoải
Tôi ngoái đầu quay lại nơi quá khứ rồi lặng nhìn
Cứ dặn lòng mãi mãi đừng, xin đừng mai một niềm tin
Niềm tin, sống trên đời phải có niềm tin!
Cứ dặn lòng mãi mãi xin đừng, xin đừng mai một niềm tin!
 
",38
Thanh Hoa,Về Thăm Quê Bác,"Một sáng tháng năm chúng con về thăm quê Bác
Xào xạc bóng tre xanh chân bước nhẹ trên con đường làng
Hương sen thơm ngát nhẹ thoảng hàng cau vương hương
Trước sân bưởi mọng đung đưa đón mừng
Bước nhẹ chân khẽ vào trong còn đây cánh võng chiếc giường tre thưa
Rưng rưng lệ ngấn mắt nhòa Bác ơi sao thân thương quá 
Một ngày trời xanh nắng trong lặng bên hồ sen hồng rung rinh cánh
Lá xanh vẫy gió tưởng cánh tay Người vẫy gọi chúng con 
Từ khắp muôn nơi về đây hội tụ lòng xốn xang rộn ràng trong tim
Hồ Chí Minh Người đã hi sinh cả cuộc đời vì dân vì nước
Hồ Chí Minh Người có một trái tim chứa muôn triệu trái tim
Người là vì sao tỏa sáng bầu trời Việt Nam
Người là vì sao tỏa sáng bầu trời Việt Nam
 
",39
Ánh Xuân,Làng Quê Việt,"Mênh mông hương lúa vàng
Ngát thơm khói lam chiều
Êm đềm ngân nga tiếng tiêu
Dòng nước tắm mát cánh đồng xanh
Uốn lượn quanh qua làng thôn, chợ quê
Ban mai tia nắng hồng lá rơi lối em về
Thu vàng mang bao vấn vương
Tà áo lướt thướt tóc vờn bay
Theo làn mây khi chiều buông đồng xanh
Yêu bến quê rộn vang vui ngày mùa
Bay cò bay hương lúa ngát nồng say
Trâu lang thang qua triền đề chiều chiều
Tuổi thơ nào tíu tít ánh trăng rơi
Tung cánh chim nơi bờ tre đầu làng
Mang hồn quê ôi tiếc nuối ngày xanh
Bao yêu thương ngân vang theo cung đàn
Xa tuổi hồng ngày thắm hát bên em
Hương xuân ngát xanh
Kìa bướm ong bay rập rờn
Muôn chim chiều ríu rít hót hoan ca
Em nhớ về chốn quê qua đầu làng
Nhặt *** tôi cánh mai rơi
Em nhớ về lối thu qua đò chiều
Nhặt *** tôi nhánh hoa xưa.
 
",40
Y Jang Tuyn,Trước Biển Và Em,"Tôi đứng trước em mênh mang vô tận
Khúc biển nào lạc bước tình xưa
Gam xanh lơ vờn nền cát trắng
Nguyên sơ em hiển hiện siêu hình
Em ám ảnh tôi mắc cạn đời tôi
Biển vẫn thế vẫn xanh là thế
Cánh buồm xa rách lối đi về
Em say đắm đam mê cuồng nhiệt
Bạc cả đầu sóng vẫn hồn nhiên
Bạc cả đầu sóng vẫn hồn nhiên
Tôi xin em một chút bình yên
Để tôi tới nơi chân trời xa ấy
Nói với em một lời sau cuối
Cả đời tôi khắc khoải vì em
Tóc gió vương bay nao nao kỷ niệm
Sóng dạt dào dạo khúc vào yêu
Xa xăm xanh thuyền về bến cũ
Trăng mông lung biển gợi vô cùng
Em mãi của tôi khát vọng trùng khơi
Biển nỗi nhớ ngất say triền sóng
Cánh buồm xa rũ bóng phong trần
Em da diết yêu thương chờ đợi
Bạc cả đầu sóng vẫn hồn nhiên
Bạc cả đầu sóng vẫn hồn nhiên 
Tôi xin em một chút bình yên
Để tôi tới nơi chân trời xa ấy
Nói với em một lời sau cuối
Cả đời tôi khắc khoải vì em
 
",41
Uyên Di,Xuân Đến Làm Chi,"Bài hát: Xuân Đến Làm Chi - Uyên Di
Xuân ơi xuân đến đây làm chi
Bà con vui tết tui thì phát run
Cửa nhà bày trí lung tung
Trà sen dưa hấu bánh chưng cùng bánh dầy
Xuân ơi xuân đến đây làm chi
Người lo mua sắm tui thì hết hơi
Vợ đòi nhà cửa se sua
Đàn con lên tiếng phải mua quần áo đẹp
Người ta vui tết thiệt vui
Còn tui vui tết ối cha lòng buồn
Chỉ vì ham máu đỏ đen
Đành thua cháy túi nên nhà tui trống trơn
Bàn thờ đành thắp nén nhang
Thịt kho dưa giá cũng sang nhà người
Người ta vui tết thiệt vui
Còn tui vui tết ối cha lòng buồn
Chỉ vì ham uống có mấy ve
Thần men quyến rũ nên còn có ít xu
Ngồi chờ nồi bánh chưng xanh
Vợ con đi vắng tết nay đành rầu
 
",42
Viết Danh,Bơi Đua Quê Mình,"Trai này! Bơi bơi bơi!
Gái này! Đua đua đua!
Mời về Lệ Thủy, xem này bơi đua.
Tháng tám mùa thu người người háo hức.
Làng làng rạo rực, đóng thuyền luyện quân.
Những chàng trai xuân, những cô gái đảm.
Kiến Giang dòng lụa tưng bừng ngày đêm.
Trai này! Bơi bơi bơi!
Gái này! Đua đua đua!
Hồn theo tiếng mõ, tay theo nhịp chầm.
Người đông như nêm, chen chân như hội.
Niềm vui phấn khởi, trong mùa bơi đua.
Za (a) zà , za za za
Za (a) zà , za za za! 
Vui nhất quê mình là mùa bơi đua!
Mến yêu quê mình những mùa bơi đua!
Trai này! Bơi bơi bơi!
Gái này! Đua đua đua!
Za (a) zà , za za za
Za (a) zà , za za za a a a!
 
",43
Tuấn Nghĩa,Mình Gọi Nhau Người Cũ,"Mình gọi nhau người cũ đi anh
Đừng xa cách và lạnh lùng đến thế
Dẫu sóng cuốn trôi và mưa có thể
Ta lạc về phía không nhau
Mình gọi nhau người cũ đi anh!
Để chợt thấy phố *** thành xa vắng
Để chợt thấy đắm say và cay đắng
Trong men cay hư vô hóa nồng nàn
Em tìm lại em ngày tháng cũ chiêm bao
Em tìm lại em hồn chất ngất xanh xao
Ta tìm lại nhau dù tiếc nuối hư hao
Trót thương vay xót xa này ai có thấu
Em tìm lại em tìm giữa chốn thiên thai
Em tìm lại em hình bóng cũ mê say
Ta tìm lại nhau tình ngỡ đã xa bay
Quên thương đau tìm về nhau giữa cơn mê này.
 
",44
Trần Bình,Yêu Em Trọn Đời,"Bài hát: Yêu Em Trọn Đời - Trần Bình, Việt Linh
Anh nhớ ngày ấy êm đềm
Ngồi kề bên Em, nhìn nắng qua thềm
Anh hứa yêu Em suốt đời
Chỉ mình Em thôi, ở thế gian này
Anh nhớ ngày ấy năm nào
Mình kề vai nhau thề ước chung tình
Ta sống ngày tháng xum vầy
Này người anh yêu, hạnh phúc ngập tràn
Tình ta mãi mãi, muôn kiếp không phai
Vui sống bên nhau, chung sức mai sau
Tha thiết thương yêu
Tình ta lai láng cho tuyết băng tan
Quên nỗi cô đơn, chan chứa yêu thương
Mộng ước chung đường
Em hỡi ở thế gian này
Người tình anh đây, đẹp nhất trên đời
Em hỡi ở thế gian này Nàng tiên anh đó
Muôn kiếp chung đôi 
Yêu Em mãi suốt đời
 
",55
Khánh Trang,Khoảng Vắng,"Có phải sự xa cách làm phôi phai một tình yêu hời hợt
Và thắm đượm một tình yêu nồng ấm không anh?
Như con gió thổi tắt ngọn nến nhỏ,
Lại thổi bùng lên ngọt lửa lớn trong ta. A...a...a...
Những ngày vắng nhau, trời làm mưa ngâu, khắp lối giăng sầu.
Anh về chốn xa, mang câu tình ca, mang bao thiết tha.
Người ơi có hay, lòng em quắt quay ngàn nỗi nhớ thương chốn này.
Gửi theo gió mây, lời yêu đắm say cùng người nơi ấy...
Em về phố xưa, chiều còn trong mưa, mắt ướt hoen mờ
Sóng buồn ngẩn ngơ, biển trời bơ vơ, hàng cây thẫn thờ.
Ngày mai nắng lên, người tìm đến bên sưởi ấm bao tháng ngày
Đời còn đắng cay, dù bao đổi thay,
Em vẫn mơ tròn một giấc mơ cho đến bao giờ...
 
",56
Việt Tú,Vị Ớt Xanh,"(A à mà à a a a à mà à a a)
Chỉ là (chỉ là) vị trái ớt xanh 
Chút thôi (chút thôi) nhưng mãi trở thành nhớ nhung. 
Chao ơi, có cái hăng nồng.
Thử rồi cứ muốn, cứ mong ăn hoài - ớt xanh ừ, cứ mong ăn hoài!
Cay khi ngậm, mà ngọt khi nhai (Cay khi ngậm mà ngọt khi nhai)
Thấy đời bao nỗi rộng dài, mênh mông 
Cứ như, cứ như cái lạnh đầu đông
Se se một chút (hừ, se se một chút) cho lòng nhớ hơn.
Trái ớt xanh, (này, trái ớt xanh) cắn rất giòn, (hừ, cắn rất giòn)
Xa một thuở, cứ như còn hôm qua.
(A à mà à a a a à mà à a a) 
Như tình yêu nơi quê nhà (mà, nơi quê nhà)
Có non, có dại (ừ, có non, có dại) nhưng mà chân quê!
Tình yêu nơi quê nhà là rất chân quê!
(Chân quê, chân quê, chân quê!) 
Dù bao lâu vẫn cứ nhớ về
Vị ớt xanh là cứ mải mê, cứ mải mê cả nỗi lòng.
Bởi vị ớt xanh là vị non xanh, vị non xanh của cuộc đời! 
Mà thân thương, thân thương vô cùng!
(A à mà à a a a à mà à a a)
 
",67
Khánh Trang,Ta Còn Gì…?,"Ta còn gì sau những ngày đông, trên đường về đâu dáng tình nhân.
Hướng về Người trong cơn hấp hối
Chúa ơi! con xin Người cứu rỗi! Linh hồn nào giây phút lìa xa, trong chiều ta không ánh hào quang.
Ta còn gì sau cơn nguy khốn, ngày đớn đau tình xót xa người.
Tìm về nơi ta sống từng giờ trong hơi ấm, ríu rít chân người, rộn ràng kiếm tìm nhau.
Giờ vườn xưa hoang vắng, phố dài trong im lắng người đã xa xôi, khóc ai về cuối trời.
Ta mong đời nhiệm mầu, nhân tình bớt khổ đau.
Mang trong lời nguyện cầu, chung lòng ta vun đắp.
Xin cho tình thật gần, dẫu cách xa muôn trùng.
Dù tình có chìm mau từ cuối vực sâu,
vẫn mang bao niềm nhớ... thương kiếp người quá mong manh.",78
Khánh Trang,Mình Chưa Quen Nhau,"Mất nhau thật rồi, còn tìm đâu người yêu dấu ơi!
Cách xa thật rồi mà lòng vẫn nhớ qua từng đêm, từng đêm, từng đêm dài.
Khói mây lưng trời, chiều dần buông lòng tê tái hơn
Tiếng chim lạc bầy gợi lòng ta mãi xa rời xa, rời xa, rời xa người.
Người về nơi đâu để ta lẻ loi một phương trời xa, nhớ thương vơi đầy.
Tìm trong đê mê nụ hôn ngày nào mình trao dịu êm, ngọt đắng trên bờ môi.
Tình như giông tố cứ mãi đẩy ta chìm trong sầu vơi, trùng khơi xa ngút ngàn.
Người đi xa khuất trong đêm dài có còn nhớ
Nụ hôn tình yêu mình trao vội trong đêm thâu
Sao ta còn ngồi đây mong nhớ hoài
Khi biết người rời xa ta mãi rồi.
Nếu lỡ mình gặp nhau xin hãy nói rằng, nói rằng mình chưa *** nhau.
Đã biết tình mình không như ước hẹn hú..hu...hú...hù
Nếu lỡ mình gặp nhau xin hãy nói rằng, nói rằng mình chưa *** nhau
 
",79
Kiều Bích Hiền,Xa,"Em nhìn qua ô cửa, thấy một khoảng trời xanh,
bầu trời mây và gió, còn đọng lại trong anh.
Anh giấu trong lòng mình, trời xanh và nắng đỏ,
cả vầng trăng sáng tỏ, cùng vũ trụ bao la.
Ôi hạnh phúc đời ta, sao tìm hoài em hỡi!
Nhớ thương nhau vời vợi, sao cứ mãi cách xa?
Mong sẽ đến ngày mai, ta có nhau mãi mãi,
sẽ cùng nhau tìm lại, những ngày ta xa nhau.",80
Thu Hường,Khoảnh Khắc Yêu Thương,"Có những khoảnh khắc đong đầy kỷ niệm
Có những khoảnh khắc dày thêm nhớ nhung
Có những khoảnh khắc sống suốt một đời
Khoảnh khắc này là khoảnh khắc yêu thương!
Ai ơi, hãy cứ ôm thật chặt!
Ai ơi, hãy cứ khóc thật lâu!
Để lòng mình nhẹ vơi
Để đời mình thêm nhớ, nhớ không nguôi!
Khoảnh khắc này sẽ còn mãi trong ta
Khoảnh khắc này rồi đi suốt đời ta!
Xin mãi nhớ về những khoảnh khắc yêu thương!
Xin luôn nhớ về những khoảnh khắc yêu thương!
Những khoảnh khắc yêu thương!
Những khoảnh khắc yêu thương!",81
Cao Hoàng,Tìm Trong Nỗi Đau,"Ngày đó tiễn em đi về, 
đường vắng tiếng mưa nhẹ rơi. 
Xót xa hỡi nhân tình ơi, 
đừng khóc chỉ đau lòng thêm. 
Còn nhớ môi hôn nồng cháy, 
ngày tháng vấn vương mùi hương. 
Tình chết theo đôi mắt buồn. 
Tình vơi những giọt rượu cay. 
Người hỡi anh vẫn chờ mong 
giây phút ngày xưa. 
Người hỡi trong mơ vẫn còn thấy em. 
Sao đành nói tiếng chia ly. 
Sao đành xé lá thư xưa? 
Người hỡi chỉ mỗi em thôi. 
Tình đó em đã ân ban. 
Đường vắng có bước chân anh. 
Âm thầm tìm trong nỗi đau.
 
",82
Cao Hoàng,Nơi Ta Ở,"Nơi ta ở 
là vùng tạm trú. 
Khi ta về 
thực sự quê hương. 
Giã từ 
ngày tháng vô thường. 
Về miền tiên cảnh 
khỏi vương lụy phiền. 
Theo quy luật 
tự nhiên tạo hóa. 
Số phận mình 
Trời đã định xong. 
Cứ vui 
thỏa chí tang bồng.
Còn bao ngày nữa 
an trong nghĩa tình. 
Đi để lại 
ân tình thi phú. 
Sống trên đời 
đếm đủ gieo neo. 
Trắng tay 
chưa hẵn là nghèo. 
Giàu tiền thiếu nghĩa 
nghe theo tư thù. 
Nơi ta ở 
tạm an là đủ. 
Nơi ta về 
thiên sứ reo ca. 
Cõi tạm 
cánh cửa ta bà. 
Về miền tiên cảnh 
hoan ca đời người.
 
",83
Cao Hoàng,Lời Nào Cho Em,"Lúc mới yêu lần đầu 
nào biết tình này không lâu, 
Hứa biết bao nhiêu điều 
để rồi nhớ mãi ngày sau. 
Bước chân thật xa rồi, 
hồn nghe rên xiết chơi vơi, 
Xót xa đắng cay nhiều 
một đời tiếc nuối tình tôi. 
Hơn ba mươi năm tìm lại, 
gọi tên em sao quá ngại ngần, 
Hò hẹn nhau qua chiếc phôn, 
ôn chuyện tình ta ngang trái. 
Thư xưa anh xin lại, 
ôi em tôi sao quá dại khờ, 
Nghẹn lời quên câu nói xưa, 
từ biệt lần cuối nghe em. 
Muốn nói cho thật lòng, 
tình ấy có còn đâu em, 
Muốn nói yêu cho nhiều, 
chỉ làm hai đứa buồn thêm. 
Nhắm mắt trong bồi hồi, 
thương người em chốn xa xôi, 
Khẻ trách anh lần cuối, 
lâu rồi không đến thăm em...
 
",84
